Energy,Scale,PrimVec1,PrimVec2,PrimVec3,Coord1,Coord2,Coord3,Coord4,Coord5,Coord6,Coord7,Coord8,Coord9,Coord10,Coord11,Coord12,Coord13,Coord14,Coord15,Coord16,Coord17,Coord18,Coord19,Coord20,Coord21,Coord22,Coord23,Coord24,Coord25,Coord26,Coord27,Coord28,Coord29,Coord30,Coord31,Coord32,Coord33,Coord34,Coord35,Coord36,Coord37,Coord38,Coord39,Coord40,Coord41,Coord42,Coord43,Coord44,Coord45,Coord46,Coord47,Coord48,Coord49,Coord50,Coord51,Coord52,Coord53,Coord54,Coord55,Coord56,Coord57,Coord58,Coord59,Coord60,Coord61,Coord62,Coord63,Coord64,Coord65,Coord66,Coord67,Coord68,Coord69,Coord70,Coord71,Coord72,Coord73,Coord74,Coord75,Coord76,Coord77,Coord78,Coord79,Coord80,Coord81,Coord82,Coord83,Coord84,Coord85,Coord86,Coord87,Coord88,Coord89,Coord90,Coord91,Coord92,Coord93,Coord94,Coord95,Coord96
-87.780733,4.68,4.656333133;0.0;0.0,0.0;5.646119939;0.0,0.0;0.0;5.112005433,0.0;0.158269751556;0.249999734302,0.727140843082;0.615656422031;0.581204390125,0.272860631684;0.384343588773;0.418796503263,0.500000737383;0.658269756958;0.249999734302,0.0;0.841730259248;0.749999202906,0.500000737383;0.341730253846;0.749999202906,0.272860631684;0.615656422031;0.918795971866,0.227140105699;0.115656416629;0.918795971866,0.772859221454;0.884343594175;0.0812029653412,0.772859221454;0.115656416629;0.581204390125,0.727140843082;0.384343588773;0.0812029653412,0.227140105699;0.884343594175;0.418796503263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-98.255567,4.62,4.611715748;0.0;0.0,0.0;5.589727549;0.0,0.0;0.0;5.015574047,0.0;0.165079602165;0.249999299831,0.727310654707;0.617840488597;0.581745972177,0.272688098902;0.382159949886;0.418253220936,0.500000461;0.665078926909;0.249999299831,0.0;0.834920836318;0.749999893282,0.500000461;0.334921511574;0.749999893282,0.272688098902;0.617840488597;0.918253814387,0.227310193707;0.117841163854;0.918253814387,0.772688559902;0.882159274629;0.0817473725157,0.772688559902;0.117841163854;0.581745972177,0.727310654707;0.382159949886;0.0817473725157,0.227310193707;0.882159274629;0.418253220936,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-175.507588,5.33,5.375086729;0.0;0.0,0.0;5.632948617;0.0,0.0;0.0;9.502226117,0.134375506185;0.392252823562;0.62934726309,0.365625728306;0.392252823562;0.129347584962,0.865625102363;0.607747421957;0.370652093166,0.365625728306;0.892252058688;0.370652093166,0.634374880242;0.607747421957;0.870652823679,0.865625102363;0.107748186832;0.129347584962,0.534093707644;0.112981680337;0.23088484456,0.634374880242;0.107748186832;0.62934726309,0.134375506185;0.892252058688;0.870652823679,0.465905040469;0.387017554788;0.730885575073,0.0340943335874;0.887018565183;0.269114833568,0.965906274961;0.612982690731;0.769114511696,0.823112299962;0.850538559067;0.986544614343,0.965906274961;0.112981680337;0.730885575073,0.465905040469;0.887018565183;0.769114511696,0.676887682643;0.350539323941;0.0134557942976,0.534093707644;0.612982690731;0.269114833568,0.823112299962;0.350539323941;0.513455472426,0.676887682643;0.850538559067;0.486544936215,0.32311106547;0.649460921578;0.986544614343,0.176888308587;0.649460921578;0.486544936215,0.176888308587;0.149461686453;0.0134557942976,0.32311106547;0.149461686453;0.513455472426,0.0340943335874;0.387017554788;0.23088484456,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-101.073603,4.61,4.608061825;0.0;0.0,0.0;5.583677098;0.0,0.0;0.0;4.992431039,0.0;0.168405153718;0.250000448729,0.727390414299;0.618499232564;0.58178269811,0.272609189656;0.38149949623;0.418217093774,0.499999801977;0.668405413583;0.250000448729,0.0;0.831593575077;0.749999343156,0.499999801977;0.331593315212;0.749999343156,0.272609189656;0.618499232564;0.918215988201,0.227390612321;0.1184989727;0.918215988201,0.772608991634;0.881499756095;0.0817838036841,0.772608991634;0.1184989727;0.58178269811,0.727390414299;0.38149949623;0.0817838036841,0.227390612321;0.881499756095;0.418217093774,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-185.799771,5.29,5.328431084;0.0;0.0,0.0;5.59448818;0.0,0.0;0.0;9.435660403,0.134955297097;0.393598114636;0.629184365104,0.365043662822;0.393598114636;0.129184386459,0.865044499466;0.606402210684;0.370815592186,0.365043662822;0.893597383559;0.370815592186,0.634956133741;0.606402210684;0.87081557083,0.865044499466;0.106401154288;0.129184386459,0.534294233165;0.112135369638;0.230558318876,0.634956133741;0.106401154288;0.629184365104,0.134955297097;0.893597383559;0.87081557083,0.465705563398;0.387863899285;0.730558297521,0.0342952732463;0.887864955682;0.269441659769,0.965704523317;0.612134638561;0.769441638414,0.821902344416;0.850712316636;0.987275887657,0.965704523317;0.112135369638;0.730558297521,0.465705563398;0.887864955682;0.769441638414,0.678096412066;0.350713047713;0.0127240696329,0.534294233165;0.612134638561;0.269441659769,0.821902344416;0.350713047713;0.512724048278,0.678096412066;0.850712316636;0.487275909012,0.321903384497;0.649287277608;0.987275887657,0.178097452147;0.649287277608;0.487275909012,0.178097452147;0.149288008684;0.0127240696329,0.321903384497;0.149288008684;0.512724048278,0.0342952732463;0.387863899285;0.230558318876,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-42.755306,4.72,4.667335694;5.416e-06;0.0,5.416e-06;4.667335694;0.0,0.0;0.0;3.073630987,0.0;0.0;0.0,0.195078241684;0.804923663041;0.500001466181,0.804923663041;0.195078241684;0.500001466181,0.304925216833;0.304925216833;0.0,0.499999881089;0.499999881089;0.500001466181,0.695074545344;0.695074545344;0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-45.215305,4.76,4.728753312;2.553e-06;0.0,2.553e-06;4.728753312;0.0,0.0;0.0;3.071081541,0.0;0.0;0.0,0.194162791357;0.80583808308;0.499999749111,0.80583808308;0.194162791357;0.499999749111,0.305835200904;0.305835200904;0.0,0.500000437219;0.500000437219;0.499999749111,0.694163558812;0.694163558812;0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-82.987265,4.71,4.683421133;0.0;0.0,0.0;5.675923069;0.0,0.0;0.0;5.153602292,0.0;0.157243146031;0.249999888816,0.727019822328;0.614728205013;0.580976146461,0.272979935755;0.385271254282;0.419023408801,0.499999879041;0.657242875679;0.249999888816,0.0;0.842758075092;0.749999666447,0.499999879041;0.342756583616;0.749999666447,0.272979935755;0.614728205013;0.919025126823,0.227019943286;0.114728475366;0.919025126823,0.772979814796;0.885270983929;0.08097636883,0.772979814796;0.114728475366;0.580976146461,0.727019822328;0.385271254282;0.08097636883,0.227019943286;0.885270983929;0.419023408801,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-95.497948,4.61,4.597939132;0.0;0.0,0.0;5.569104766;0.0,0.0;0.0;5.016514379,0.0;0.163335049029;0.250000280125,0.728254529664;0.615953576766;0.581310005251,0.271745659116;0.384045567442;0.418691115248,0.50000009439;0.663334621132;0.250000280125,0.0;0.836665890799;0.750000840374,0.50000009439;0.336666318696;0.750000840374,0.271745659116;0.615953576766;0.918689682081,0.228254435274;0.115954004662;0.918689682081,0.771745753506;0.884045139545;0.0813094450018,0.771745753506;0.115954004662;0.581310005251,0.728254529664;0.384045567442;0.0813094450018,0.228254435274;0.884045139545;0.418691115248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-49.23022,3.88,3.865416094;0.0;0.0,0.0;3.865416094;0.0,1.932708047;1.932708047;4.931440747,0.125000562054;0.374999521157;0.749999886392,0.33032595314;0.580324912243;0.339349104218,0.0803259910097;0.830325455362;0.83934902848,0.919675600478;0.169673549081;0.160650820043,0.875001029434;0.624999483287;0.249999962131,0.669675638347;0.4196740922;0.660650744305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-103.96884,4.58,4.580151438;0.0;0.0,0.0;5.556145656;0.0,0.0;0.0;4.949836626,0.0;0.171728759301;0.25000017041,0.72804361278;0.618516902322;0.581792939362,0.271956073257;0.381483879515;0.418207742277,0.500000934685;0.671728250315;0.25000017041,0.0;0.828272022536;0.750000511229,0.500000934685;0.328272531522;0.750000511229,0.271956073257;0.618516902322;0.918208083096,0.228044861428;0.118515611499;0.918208083096,0.771957007942;0.881483370529;0.0817925985422,0.771957007942;0.118515611499;0.581792939362,0.72804361278;0.381483879515;0.0817925985422,0.228044861428;0.881483370529;0.418207742277,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-208.196203,5.21,5.222111941;0.0;0.0,0.0;5.526860608;0.0,0.0;0.0;9.310081458,0.137923125383;0.402461751393;0.628927902126,0.36207764624;0.402461751393;0.128926906324,0.862076502929;0.597538138599;0.371073015374,0.36207764624;0.902461696389;0.371073015374,0.637921982071;0.597538138599;0.871072937072,0.862076502929;0.097538193603;0.128926906324,0.535107257671;0.108864696014;0.229714424052,0.637921982071;0.097538193603;0.628927902126,0.137923125383;0.902461696389;0.871072937072,0.464894285574;0.391135248982;0.72971434575,0.0351064860484;0.891137003324;0.270285497646,0.964893142263;0.60886464101;0.770285419344,0.818115361805;0.851613661685;0.989041829713,0.964893142263;0.108864696014;0.72971434575,0.464894285574;0.891137003324;0.770285419344,0.681885038128;0.351613716689;0.0109580136823,0.535107257671;0.60886464101;0.270285497646,0.818115361805;0.351613716689;0.51095793538,0.681885038128;0.851613661685;0.489041908015,0.318116505117;0.648386173303;0.989041829713,0.181884266506;0.648386173303;0.489041908015,0.181884266506;0.148386228307;0.0109580136823,0.318116505117;0.148386228307;0.51095793538,0.0351064860484;0.391135248982;0.229714424052,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-50.661883,3.86,3.845593374;0.0;0.0,0.0;3.845593374;0.0,1.922796687;1.922796687;4.905760431,0.125000894452;0.375001325204;0.749999934108,0.330780409004;0.580780839756;0.338440905004,0.0807804309676;0.830779122847;0.838440861076,0.919219597098;0.169220905219;0.161559051068,0.874999133614;0.62500130324;0.249999978036,0.669219619062;0.419221788688;0.66155900714,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-52.08193,3.88,3.850609708;0.0;0.0,0.0;3.850609708;0.0,1.925304854;1.925304854;4.969438469,0.124998623889;0.375000590591;0.750000231062,0.329135370189;0.579137336891;0.341726738462,0.0791352931685;0.82913599929;0.841726892504,0.920863368042;0.170862661921;0.158273415579,0.875000037322;0.625000667612;0.250000077021,0.670863291022;0.420863921311;0.658273569621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.846225,3.86,3.86;0.0;0.0,0.0;3.86;0.0,1.93;1.93;4.869209361,0.124999694073;0.374999694073;0.750000611855,0.332040493771;0.582040493771;0.335919012458,0.082040974393;0.832040974393;0.835918051214,0.917958959991;0.167958959991;0.164082080019,0.875000240311;0.625000240311;0.249999519378,0.667959440613;0.417959440613;0.664081118774,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-43.981796,4.73,4.686289421;-4.777e-06;0.0,-4.777e-06;4.686289421;0.0,0.0;0.0;3.068237794,0.0;0.0;0.0,0.194871414047;0.805129728862;0.50000035949,0.805129728862;0.194871414047;0.50000035949,0.305126578649;0.305126578649;0.0,0.499999504512;0.499999504512;0.50000035949,0.69487456426;0.69487456426;0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-92.839476,4.62,4.599758908;0.0;0.0,0.0;5.580020432;0.0,0.0;0.0;5.037359652,0.0;0.161449229618;0.250000017271,0.728614274581;0.615293445936;0.581088149789,0.271385962823;0.384706476645;0.418911919295,0.500000118702;0.661449190909;0.250000017271,0.0;0.838550692963;0.750000051813,0.500000118702;0.338550731672;0.750000051813,0.271385962823;0.615293445936;0.918911953837,0.228614155879;0.115293484646;0.918911953837,0.771386081525;0.884706437935;0.0810881152466,0.771386081525;0.115293484646;0.581088149789,0.728614274581;0.384706476645;0.0810881152466,0.228614155879;0.884706437935;0.418911919295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-87.757547,4.7,4.678647753;0.0;0.0,0.0;5.670076542;0.0,0.0;0.0;5.131356568,0.0;0.157586937915;0.250000167207,0.726152123297;0.616520777825;0.58142324753,0.2738462196;0.383479832044;0.418575472497,0.499999171449;0.65758724285;0.250000167207,0.0;0.842413671953;0.750000501622,0.499999171449;0.342413367019;0.750000501622,0.2738462196;0.616520777825;0.918575806911,0.226152951848;0.116520472891;0.918575806911,0.773847528419;0.883480136978;0.0814248619177,0.773847528419;0.116520472891;0.58142324753,0.726152123297;0.383479832044;0.0814248619177,0.226152951848;0.883480136978;0.418575472497,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-49.239044,3.86,3.853101582;0.0;0.0,0.0;3.853101582;0.0,1.926550791;1.926550791;4.88666019,0.124999297694;0.375000492706;0.750000994033,0.331432722729;0.58143391774;0.337134143964,0.081432732449;0.831433722171;0.837134124524,0.918566671124;0.168568276714;0.162865836595,0.874999082685;0.625000482985;0.250001013473,0.668566680844;0.418568081145;0.662865817154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-41.45528,3.94,3.94353174;0.0;0.0,0.0;3.94353174;0.0,1.97176587;1.97176587;4.961227332,0.125001097575;0.375000353318;0.74999989942,0.330893698668;0.580892954411;0.338214697234,0.0808930603176;0.830890827547;0.838215973934,0.919107276853;0.169106973825;0.161784563836,0.874999239596;0.624999983853;0.25000063835,0.669107646318;0.419108390575;0.661783824906,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-52.114689,3.86,3.837229742;0.0;0.0,0.0;3.837229742;0.0,1.918614871;1.918614871;4.927168942,0.124998396376;0.374999064697;0.750000668437,0.330083712487;0.580084380808;0.339830036216,0.0800841661957;0.830086171158;0.839829128798,0.919914524271;0.169915125356;0.16017108593,0.87500029409;0.62499962577;0.249999546291,0.66991497798;0.419914309659;0.660170178512,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-95.519547,4.63,4.615319814;0.0;0.0,0.0;5.5968592;0.0,0.0;0.0;5.037843617,0.0;0.162503641328;0.249999820509,0.72746854721;0.617083595742;0.581580180479,0.272531493091;0.382916547195;0.418419101555,0.50000002015;0.662503712797;0.249999820509,0.0;0.837496501609;0.749999461526,0.50000002015;0.337496430141;0.749999461526,0.272531493091;0.617083595742;0.918418742572,0.22746852706;0.117083524274;0.918418742572,0.772531513241;0.882916618664;0.081580539462,0.772531513241;0.117083524274;0.581580180479,0.72746854721;0.382916547195;0.081580539462,0.22746852706;0.882916618664;0.418419101555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-106.934743,4.62,4.618181153;0.0;0.0,0.0;5.636642699;0.0,0.0;0.0;4.966864895,0.0;0.177133810553;0.250000760288,0.727782191441;0.621604062401;0.581727117826,0.272217558894;0.378395458768;0.418271896643,0.499999875167;0.677133571138;0.250000760288,0.0;0.822865710616;0.750000267523,0.499999875167;0.322865950031;0.750000267523,0.272217558894;0.621604062401;0.91827341722,0.227782316273;0.121604301816;0.91827341722,0.772217434061;0.878395219353;0.0817276105917,0.772217434061;0.121604301816;0.581727117826,0.727782191441;0.378395458768;0.0817276105917,0.227782316273;0.878395219353;0.418271896643,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-85.344658,4.7,4.674911427;0.0;0.0,0.0;5.667195661;0.0,0.0;0.0;5.138068274,0.0;0.157462359407;0.250000570545,0.726858690921;0.615387258287;0.581132799482,0.273141003833;0.384613507347;0.418867536442,0.500000916916;0.657462742224;0.250000570545,0.0;0.842536641687;0.749999765379,0.500000916916;0.342536258869;0.749999765379,0.273141003833;0.615387258287;0.918866731275,0.226859913083;0.11538687547;0.918866731275,0.773139781671;0.884612125623;0.0811316583918,0.773139781671;0.11538687547;0.581132799482,0.726858690921;0.384613507347;0.0811316583918,0.226859913083;0.884612125623;0.418867536442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-51.98266,4.65,4.634750047;-4.113e-06;0.0,-4.113e-06;4.634750047;0.0,0.0;0.0;2.980368949,0.0;0.0;0.0,0.195512875488;0.804488001798;0.499998498676,0.804488001798;0.195512875488;0.499998498676,0.304482709537;0.304482709537;0.0,0.499999359835;0.499999359835;0.499998498676,0.695516010134;0.695516010134;0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-180.614681,5.27,5.311093195;0.0;0.0,0.0;5.577280695;0.0,0.0;0.0;9.388374835,0.134959032667;0.393188028346;0.629335758727,0.365041607974;0.393188028346;0.129335483653,0.865042248614;0.606811847041;0.370664791421,0.365041607974;0.89318796604;0.370664791421,0.634957790455;0.606811847041;0.870665066496,0.865042248614;0.106811909348;0.129335483653,0.534622514753;0.113062267166;0.231406397612,0.634957790455;0.106811909348;0.629335758727,0.134959032667;0.89318796604;0.870665066496,0.465376883676;0.386937670527;0.731406672686,0.0346237569646;0.886937608221;0.268593877462,0.965377524316;0.61306220486;0.768593087389,0.821132267855;0.84959683027;0.987905805105,0.965377524316;0.113062267166;0.731406672686,0.465376883676;0.886937608221;0.768593087389,0.678867771214;0.349596892577;0.0120936798962,0.534622514753;0.61306220486;0.268593877462,0.821132267855;0.349596892577;0.51209395497,0.678867771214;0.84959683027;0.487905530031,0.321133510066;0.650402982811;0.987905805105,0.178867130574;0.650402982811;0.487905530031,0.178867130574;0.150403045117;0.0120936798962,0.321133510066;0.150403045117;0.51209395497,0.0346237569646;0.386937670527;0.231406397612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-95.512451,4.65,4.637667383;0.0;0.0,0.0;5.620445825;0.0,0.0;0.0;5.057505759,0.0;0.161891072049;0.250000703954,0.726494533082;0.618061290538;0.581859940498,0.273506031211;0.381937673067;0.418138920798,0.499999204018;0.661890553851;0.250000703954,0.0;0.838109670775;0.750000134602,0.499999204018;0.338110188972;0.750000134602,0.273506031211;0.618061290538;0.918140328706,0.226495329064;0.118061808736;0.918140328706,0.773505235229;0.881938934088;0.0818605098498,0.773505235229;0.118061808736;0.581859940498,0.726494533082;0.381937673067;0.0818605098498,0.226495329064;0.881938934088;0.418138920798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-165.737474,5.38,5.430012735;0.0;0.0,0.0;5.682108637;0.0,0.0;0.0;9.589621047,0.134027309975;0.391458548595;0.629469086465,0.365973358992;0.391458548595;0.129469141055,0.86597402796;0.608541691281;0.370530804355,0.365973358992;0.891457788578;0.370530804355,0.634026137325;0.608541691281;0.870531792558,0.86597402796;0.108542451298;0.129469141055,0.533910350028;0.113522996692;0.230962202692,0.634026137325;0.108542451298;0.629469086465,0.134027309975;0.891457788578;0.870531792558,0.46608914629;0.386476243291;0.730962148102,0.0339115226771;0.886477243184;0.269037742717,0.966089815257;0.613523996585;0.769037688127,0.824403223062;0.85072643077;0.985680242595,0.966089815257;0.113522996692;0.730962148102,0.46608914629;0.886477243184;0.769037688127,0.675596942223;0.350725430877;0.0143196482246,0.533910350028;0.613523996585;0.269037742717,0.824403223062;0.350725430877;0.514319593634,0.675596942223;0.85072643077;0.485680297185,0.324404395711;0.649274808999;0.985680242595,0.175596273256;0.649274808999;0.485680297185,0.175596273256;0.149273809106;0.0143196482246,0.324404395711;0.149273809106;0.514319593634,0.0339115226771;0.386476243291;0.230962202692,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-50.561402,4.69,4.675175462;-4.229e-06;0.0,-4.229e-06;4.675175462;0.0,0.0;0.0;3.005290821,0.0;0.0;0.0,0.194814806959;0.805184929308;0.50000152714,0.805184929308;0.194814806959;0.50000152714,0.305182404856;0.305182404856;0.0,0.500000937613;0.500000937613;0.50000152714,0.69481733141;0.69481733141;0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
