Volume,NumAtoms,EOpt,Energy
73.11458826,6,-58.2270191,-58.17105239
273.3750406,24,-211.8817901,-211.8808932
130.1340254,12,-109.206911,-109.1884292
270.2567243,24,-211.8817901,-211.8658604
256.5175568,24,-232.6091274,-232.4476736
278.0973466,24,-205.3436393,-205.3345532
62.78989158,6,-58.07403642,-58.05277136
276.5172518,24,-198.988572,-198.9739241
273.3750406,24,-225.5107407,-225.4190981
63.1985013,6,-58.07403642,-58.06223646
68.67278568,6,-49.84843948,-49.83036695
73.68283384,6,-48.16187102,-48.14660222
130.9790489,12,-112.6373257,-112.5604476
129.2926443,12,-96.46276218,-96.37494444
129.2926442,12,-102.6443808,-102.6318842
65.68743969,6,-58.07403642,-58.05005778
274.9431536,24,-205.3436393,-205.3411157
69.76636096,6,-58.2270191,-58.22396141
133.5360522,12,-99.50730541,-99.49931471
134.3957237,12,-102.6443808,-102.5879033
72.54927178,6,-56.43953607,-56.42419297
274.9431536,24,-198.988572,-198.9515972
279.6834493,24,-192.812766,-192.800116
67.81079431,6,-51.40419963,-51.39108446
68.24088264,6,-48.33747462,-48.33538068
128.4548976,12,-105.877281,-105.8705044
64.434959,6,-53.00515154,-52.98063981
64.85066714,6,-53.00515154,-52.99207247
65.26815942,6,-54.65039053,-54.65035966
73.68283384,6,-56.43953607,-56.3915345
278.0973466,24,-192.812766,-192.7783151
70.3171455,6,-56.43953607,-56.43466785
129.2926443,12,-116.1658206,-116.116381
122.691775,12,-116.1658206,-116.1094793
270.2567243,24,-218.6038189,-218.6031981
67.8107943,6,-49.84843948,-49.84516708
67.81079431,6,-48.33747462,-48.3361965
67.38251686,6,-48.33747462,-48.33371142
130.979049,12,-105.877281,-105.8671136
68.67278565,6,-51.40419963,-51.36665803
135.2590769,12,-116.1658206,-115.7808129
129.2926442,12,-99.50730541,-99.46526665
66.95604651,6,-54.65039053,-54.62655742
132.6800544,12,-102.6443808,-102.6293695
273.3750405,24,-192.812766,-192.6509804
66.95604652,6,-48.33747462,-48.32783913
76.56826296,6,-51.33867928,-51.27727772
64.02103122,6,-58.07403642,-58.07300437
264.0914121,24,-232.6091274,-232.6081578
132.6800544,12,-116.1658206,-115.9577705
130.9790489,12,-99.50730541,-99.49961228
265.6238536,24,-232.6091274,-232.6047483
63.60887992,6,-58.07403642,-58.06969109
71.42739586,6,-52.99484462,-52.9836226
73.6828338,6,-49.72761043,-49.72488832
125.9633856,12,-109.206911,-109.1779362
130.1340254,12,-112.6373257,-112.5899794
130.9790489,12,-116.1658206,-116.0490596
264.0914121,24,-211.8817901,-211.7019565
125.1400981,12,-116.1658206,-116.1673303
130.9790489,12,-102.6443808,-102.6445292
276.5172518,24,-192.812766,-192.7467456
66.53137941,6,-48.33747462,-48.31852335
271.8129012,24,-205.3436393,-205.3056448
126.7902761,12,-105.877281,-105.8368151
67.38251687,6,-51.40419963,-51.3985918
267.1622119,24,-225.5107407,-225.5108734
131.8277227,12,-99.50730541,-99.50629992
130.1340254,12,-116.1658206,-116.0858768
68.1312792,6,-58.2270191,-58.18361089
281.2755714,24,-205.3436393,-205.2875585
64.85066715,6,-54.65039053,-54.64782296
127.6207774,12,-109.206911,-109.2043908
131.8277226,12,-102.6443808,-102.6403533
134.3957237,12,-99.50730541,-99.48594705
65.26815942,6,-53.00515154,-52.99984462
75.98525839,6,-49.72761043,-49.70993498
61.57463741,6,-58.07403642,-57.99687615
73.11458825,6,-48.16187102,-48.13400307
70.87082128,6,-52.99484462,-52.96496055
76.56826294,6,-48.16187102,-48.14954072
129.2926443,12,-112.6373257,-112.612305
70.31714547,6,-54.69511695,-54.67762691
132.6800544,12,-99.50730541,-99.50622048
71.98687687,6,-54.69511695,-54.69501042
270.2567243,24,-225.5107407,-225.4864588
134.3957237,12,-96.46276218,-96.45964274
66.10851176,6,-51.40419963,-51.40145301
133.5360521,12,-96.46276218,-96.46235861
71.98687686,6,-58.2270191,-58.20754638
74.82814252,6,-51.33867928,-51.32647172
127.6207775,12,-116.1658206,-116.1570678
69.10650723,6,-49.84843948,-49.8183731
136.1261196,12,-116.1658206,-115.7128389
66.10851173,6,-49.84843948,-49.83524196
67.38251687,6,-49.84843948,-49.84774021
69.10650725,6,-48.33747462,-48.32403986
133.5360522,12,-116.1658206,-115.9037535
72.54927177,6,-54.69511695,-54.69190675
66.95604652,6,-53.00515154,-52.99601756
130.9790489,12,-96.46276218,-96.43080466
70.87082127,6,-56.43953607,-56.43920191
73.68283383,6,-51.33867928,-51.33804428
259.529474,24,-232.6091274,-232.5475993
61.17306495,6,-58.07403642,-57.96971364
273.3750406,24,-218.6038189,-218.5766726
65.68743969,6,-56.34009354,-56.33072801
66.10851174,6,-56.34009354,-56.32228161
73.11458826,6,-51.33867928,-51.33765288
281.2755714,24,-198.988572,-198.979098
75.40522075,6,-48.16187102,-48.16082874
279.6834493,24,-205.3436393,-205.3157691
271.8129013,24,-218.6038189,-218.5951955
71.42739586,6,-54.69511695,-54.69375784
261.0442337,24,-232.6091274,-232.5798154
128.4548975,12,-116.1658206,-116.140348
130.1340254,12,-105.877281,-105.8753911
274.9431536,24,-192.812766,-192.7043677
69.10650723,6,-51.40419963,-51.3499924
271.8129013,24,-211.8817901,-211.8789492
68.67278565,6,-48.33747462,-48.33124037
129.2926442,12,-109.206911,-109.2017157
74.25401603,6,-54.69511695,-54.65501893
123.5043007,12,-116.1658206,-116.1365974
267.1622119,24,-218.6038189,-218.5860834
74.25401606,6,-51.33867928,-51.33461397
130.1340254,12,-99.50730541,-99.48602001
131.8277226,12,-96.46276218,-96.4482225
125.9633856,12,-116.1658206,-116.171389
66.95604651,6,-51.40419963,-51.40289862
71.42739586,6,-58.2270191,-58.218798
75.40522075,6,-51.33867928,-51.31438249
74.82814251,6,-49.72761043,-49.72569942
267.1622119,24,-232.6091274,-232.5902943
66.95604649,6,-56.34009354,-56.29434301
73.11458827,6,-56.43953607,-56.40997632
74.25401605,6,-56.43953607,-56.3683231
64.434959,6,-54.65039053,-54.64172683
265.6238536,24,-218.6038189,-218.5606269
128.4548976,12,-109.206911,-109.2059077
278.0973466,24,-198.988572,-198.9860006
65.26815941,6,-56.34009354,-56.33712465
64.434959,6,-56.34009354,-56.33835719
68.24088262,6,-51.40419963,-51.38045532
273.3750405,24,-205.3436393,-205.3287622
64.85066713,6,-56.34009354,-56.33967742
130.1340254,12,-96.46276218,-96.40645017
72.54927179,6,-52.99484462,-52.9945771
73.68283382,6,-58.2270191,-58.14653368
133.5360521,12,-102.6443808,-102.6117916
271.8129012,24,-192.812766,-192.5866305
126.7902761,12,-112.6373257,-112.6369819
66.10851174,6,-58.07403642,-58.03602381
265.6238536,24,-225.5107407,-225.5061695
66.53137942,6,-53.00515154,-53.00206118
64.43495899,6,-58.07403642,-58.07228659
271.8129013,24,-198.988572,-198.8746169
72.54927178,6,-58.2270191,-58.19157296
73.11458827,6,-52.99484462,-52.99320101
127.6207775,12,-112.6373257,-112.6358314
124.3204058,12,-116.1658206,-116.1557711
281.2755714,24,-192.812766,-192.8116469
273.3750405,24,-198.988572,-198.9185182
125.9633856,12,-105.877281,-105.8089286
70.87082125,6,-54.69511695,-54.6881057
73.11458828,6,-49.72761043,-49.71810126
68.6734354,6,-58.2270191,-58.20242887
262.5648759,24,-232.6091274,-232.5998459
74.82814251,6,-48.16187102,-48.15967399
258.0205856,24,-232.6091274,-232.5042172
68.24088264,6,-49.84843948,-49.83939363
73.11458827,6,-54.69511695,-54.68405041
66.53137943,6,-54.65039053,-54.63745366
65.68743969,6,-54.65039053,-54.64938676
66.53137942,6,-51.40419963,-51.40395325
71.98687687,6,-56.43953607,-56.43386936
73.68283382,6,-52.99484462,-52.98739952
74.25401603,6,-52.99484462,-52.97726238
75.40522077,6,-49.72761043,-49.7200728
268.7064983,24,-225.5107407,-225.5039601
66.10851174,6,-54.65039053,-54.64498593
131.8277226,12,-116.1658206,-116.0063201
126.7902761,12,-116.1658206,-116.1680165
66.10851175,6,-48.33747462,-48.30687639
69.21846011,6,-58.2270191,-58.21594479
264.0914121,24,-225.5107407,-225.4903404
125.9633856,12,-112.6373257,-112.6301702
130.979049,12,-109.206911,-109.1705636
66.10851173,6,-53.00515154,-53.00464878
65.26815941,6,-58.07403642,-58.06084683
64.85066716,6,-58.07403642,-58.06762505
134.3957237,12,-116.1658206,-115.8448703
75.98525841,6,-48.16187102,-48.15761928
70.31714546,6,-58.2270191,-58.22709999
271.8129012,24,-225.5107407,-225.4579689
268.7064983,24,-218.6038189,-218.6000345
66.5313794,6,-49.84843948,-49.84295738
70.87082125,6,-58.2270191,-58.22555558
62.38304689,6,-58.07403642,-58.0382443
265.6238536,24,-211.8817901,-211.7601001
279.6834493,24,-198.988572,-198.9870681
129.2926442,12,-105.877281,-105.8766342
75.98525838,6,-51.33867928,-51.29793998
64.85066714,6,-52.11892535,-52.091873
129.2926443,12,-90.70549145,-90.705441
66.95604652,6,-43.88768001,-43.883817
64.02103121,6,-50.38097651,-50.380658
74.25401607,6,-45.30591904,-45.290681
69.21846013,6,-54.05830109,-54.057164
126.7902761,12,-93.93180816,-93.924647
123.5043007,12,-104.2007159,-104.198166
130.1340254,12,-90.70549145,-90.702189
64.0210312,6,-47.04133411,-47.028178
67.38251687,6,-43.88768001,-43.878175
68.67343538,6,-52.2181,-52.212179
64.85066713,6,-43.88768001,-43.862469
73.68283383,6,-43.69394657,-43.69371
124.3204058,12,-104.2007159,-104.200488
64.434959,6,-48.68838933,-48.687871
71.98687684,6,-43.69394657,-43.676042
66.53137939,6,-45.44142757,-45.4353
70.87082126,6,-54.05830109,-54.025742
73.11458825,6,-45.30591904,-45.304912
63.1985013,6,-52.11892535,-52.11834
126.7902761,12,-87.57475375,-87.498131
63.19850132,6,-50.38097651,-50.375863
64.02103121,6,-43.88768001,-43.828269
71.98687687,6,-48.67054253,-48.664109
73.11458826,6,-46.96475876,-46.95439
63.60887992,6,-48.68838933,-48.679518
69.21846012,6,-50.42182259,-50.413014
65.26815943,6,-43.88768001,-43.874019
125.1400981,12,-97.25618543,-97.243187
122.691775,12,-104.2007159,-104.187985
69.76636097,6,-48.67054253,-48.655639
64.43495901,6,-47.04133411,-47.036046
67.81079429,6,-43.88768001,-43.869344
64.02103121,6,-48.68838933,-48.685536
128.4548975,12,-87.57475375,-87.549786
71.42739585,6,-46.96475876,-46.963382
131.8277226,12,-93.93180816,-93.860641
68.67343538,6,-48.67054253,-48.626126
123.5043007,12,-107.8255501,-107.82387
129.2926443,12,-87.57475375,-87.564723
69.76636097,6,-52.2181,-52.217749
64.85066713,6,-45.44142757,-45.431825
70.87082124,6,-48.67054253,-48.670171
64.85066714,6,-50.38097651,-50.371063
131.8277226,12,-90.70549145,-90.675994
70.87082125,6,-50.42182259,-50.419087
128.4548976,12,-90.70549145,-90.701535
123.5043007,12,-97.25618543,-97.200345
71.98687686,6,-52.2181,-52.171423
126.7902761,12,-90.70549145,-90.67251
122.691775,12,-100.6784445,-100.635255
64.43495901,6,-43.88768001,-43.847253
66.95604649,6,-45.44142757,-45.427656
66.5313794,6,-47.04133411,-47.022345
124.3204058,12,-97.25618543,-97.225606
62.78989158,6,-48.68838933,-48.655946
64.43495898,6,-50.38097651,-50.377606
64.0210312,6,-53.90168369,-53.881075
127.6207774,12,-93.93180816,-93.931178
124.3204057,12,-107.8255501,-107.815424
64.43495899,6,-45.44142757,-45.423072
62.38304691,6,-53.90168369,-53.899955
73.68283384,6,-45.30591904,-45.299636
63.6088799,6,-50.38097651,-50.380116
69.76636097,6,-54.05830109,-54.05155
124.3204058,12,-100.6784445,-100.671858
68.67343537,6,-54.05830109,-54.05803
67.591984,6,-54.05830109,-54.045184
121.0774303,12,-107.8255501,-107.802486
127.6207775,12,-87.57475375,-87.527666
125.9633856,12,-100.6784445,-100.676384
65.26815943,6,-45.44142757,-45.43794
131.8277226,12,-87.57475375,-87.568497
127.6207775,12,-100.6784445,-100.651266
71.42739585,6,-50.42182259,-50.411803
122.691775,12,-107.8255501,-107.824677
70.3171455,6,-54.05830109,-54.040445
63.19850131,6,-53.90168369,-53.898766
71.98687684,6,-50.42182259,-50.400123
130.1340254,12,-87.57475375,-87.572779
65.68743968,6,-43.88768001,-43.880676
66.10851173,6,-47.04133411,-47.031748
126.7902761,12,-104.2007159,-104.161404
65.26815943,6,-47.04133411,-47.040883
125.9633856,12,-104.2007159,-104.181528
65.26815944,6,-48.68838933,-48.681924
122.691775,12,-97.25618543,-97.167194
127.6207774,12,-90.70549145,-90.690627
125.1400981,12,-104.2007159,-104.195449
73.68283383,6,-46.96475876,-46.942425
72.5492718,6,-46.96475876,-46.961382
64.85066713,6,-47.04133411,-47.040237
128.4548976,12,-93.93180816,-93.930771
69.21846012,6,-48.67054253,-48.64487
73.11458827,6,-43.69394657,-43.691946
71.42739586,6,-54.05830109,-54.005576
62.78989156,6,-50.38097651,-50.367769
71.42739588,6,-45.30591904,-45.29408
65.26815943,6,-50.38097651,-50.359646
66.10851174,6,-43.88768001,-43.885098
74.25401606,6,-43.69394657,-43.690488
70.87082127,6,-52.2181,-52.204252
62.38304689,6,-50.38097651,-50.355715
65.68743968,6,-45.44142757,-45.440478
127.6207774,12,-104.2007159,-104.134001
63.19850131,6,-48.68838933,-48.669698
71.42739586,6,-48.67054253,-48.668938
62.78989158,6,-53.90168369,-53.901472
69.21846011,6,-52.2181,-52.217422
66.53137941,6,-43.88768001,-43.886228
71.42739585,6,-52.2181,-52.190201
62.78989157,6,-52.11892535,-52.116558
69.76636095,6,-50.42182259,-50.418919
71.42739586,6,-43.69394657,-43.661606
70.3171455,6,-48.67054253,-48.666373
63.60887991,6,-52.11892535,-52.117701
74.8281425,6,-43.69394657,-43.684191
70.87082125,6,-45.30591904,-45.281816
130.1340254,12,-93.93180816,-93.909286
62.38304691,6,-48.68838933,-48.638833
130.9790489,12,-93.93180816,-93.888217
125.9633856,12,-97.25618543,-97.25301
123.5043007,12,-100.6784445,-100.65815
71.98687687,6,-46.96475876,-46.964665
129.2926442,12,-93.93180816,-93.923522
68.67343537,6,-50.42182259,-50.401855
64.85066714,6,-48.68838933,-48.686625
64.43495898,6,-52.11892535,-52.104376
72.5492718,6,-45.30591904,-45.305493
72.54927179,6,-43.69394657,-43.686307
65.68743968,6,-47.04133411,-47.038029
61.57463741,6,-53.90168369,-53.886824
71.98687682,6,-45.30591904,-45.302014
64.02103119,6,-45.44142757,-45.409711
121.8828208,12,-107.8255501,-107.817613
70.87082127,6,-46.96475876,-46.957623
62.3830469,6,-52.11892535,-52.1101
126.7902761,12,-97.25618543,-97.255623
70.31714548,6,-50.42182259,-50.421692
61.97796344,6,-53.90168369,-53.895728
66.10851173,6,-45.44142757,-45.439493
120.2755957,12,-107.8255501,-107.778811
130.9790489,12,-90.70549145,-90.692499
65.26815942,6,-52.11892535,-52.078288
125.1400981,12,-107.8255501,-107.799319
127.6207775,12,-97.25618543,-97.251016
64.02103121,6,-52.11892535,-52.113013
68.1312792,6,-54.05830109,-54.054186
66.95604651,6,-47.04133411,-47.009576
126.7902761,12,-100.6784445,-100.667491
125.1400981,12,-100.6784445,-100.677693
70.31714549,6,-52.2181,-52.213438
63.6088799,6,-53.90168369,-53.891931
74.25401604,6,-46.96475876,-46.926856
130.9790489,12,-87.57475375,-87.574034
255.0203764,24,-217.792357,-217.773847
121.0774304,12,-105.4748275,-105.435624
127.6207774,12,-98.79013305,-98.778049
61.17306496,6,-54.49394938,-54.475917
252.0435151,24,-210.7420276,-210.556192
69.21846012,6,-50.87684159,-50.870133
256.5175568,24,-232.4373542,-232.389646
267.1622119,24,-197.1955905,-197.192241
121.8828209,12,-105.4748275,-105.456554
64.02103119,6,-51.09154704,-51.088588
259.5294741,24,-203.8748169,-203.841164
125.1400981,12,-112.5465723,-112.456003
61.97796344,6,-54.49394938,-54.492071
63.6088799,6,-47.87334028,-47.858353
61.57463741,6,-52.77027486,-52.747657
253.529033,24,-217.792357,-217.746606
259.529474,24,-210.7420276,-210.738923
70.31714546,6,-47.53632002,-47.516169
61.17306495,6,-52.77027486,-52.731956
255.0203764,24,-210.7420276,-210.666291
67.0555422,6,-58.09874631,-58.097852
256.5175568,24,-225.0247239,-225.017913
261.0442337,24,-197.1955905,-197.132459
70.3171455,6,-54.40037896,-54.373613
256.5175568,24,-217.792357,-217.788778
68.67343539,6,-54.40037896,-54.400064
65.26815941,6,-49.45923525,-49.445488
262.5648759,24,-210.7420276,-210.728508
68.1312792,6,-58.09874631,-58.090606
67.59198399,6,-52.61639878,-52.59522
259.5294741,24,-225.0247239,-224.96749
268.7064983,24,-197.1955905,-197.179682
121.8828209,12,-108.9617905,-108.958688
253.529033,24,-210.7420276,-210.617606
259.5294741,24,-190.7034817,-190.48337
126.7902761,12,-102.0840973,-102.063234
125.1400981,12,-102.0840973,-102.083693
70.87082125,6,-47.53632002,-47.532244
69.21846012,6,-47.53632002,-47.488638
66.52194623,6,-58.09874631,-58.094991
120.2755957,12,-105.4748275,-105.406409
65.26815944,6,-47.87334028,-47.869562
264.0914121,24,-190.7034817,-190.643399
68.6734354,6,-56.22822991,-56.221848
62.78989157,6,-56.26242067,-56.25049
69.21846013,6,-49.18335434,-49.161154
261.0442337,24,-190.7034817,-190.548365
67.59198399,6,-56.22822991,-56.227793
273.3750405,24,-190.7034817,-190.662351
121.8828209,12,-116.2296277,-116.211319
121.8828209,12,-112.5465723,-112.543865
271.8129012,24,-190.7034817,-190.686462
62.38304688,6,-52.77027486,-52.765955
68.67343537,6,-50.87684159,-50.863624
125.1400981,12,-105.4748275,-105.460957
255.0203764,24,-225.0247239,-225.024973
64.02103119,6,-47.87334028,-47.867067
264.091412,24,-197.1955905,-197.185224
61.97796343,6,-56.26242067,-56.262147
120.2755957,12,-116.2296277,-116.229474
69.76636097,6,-54.40037896,-54.387044
60.37516554,6,-58.07448467,-58.064178
267.1622119,24,-190.7034817,-190.693262
258.0205856,24,-217.792357,-217.791403
69.21846012,6,-56.22822991,-56.223593
268.7064983,24,-203.8748169,-203.803169
119.477309,12,-116.2296277,-116.226086
62.78989157,6,-58.07448467,-58.045186
122.691775,12,-116.2296277,-116.189961
262.5648759,24,-197.1955905,-197.164732
122.691775,12,-112.5465723,-112.533745
267.1622119,24,-203.8748169,-203.837241
252.0435151,24,-217.792357,-217.706555
61.5746374,6,-54.49394938,-54.486128
68.13127918,6,-56.22822991,-56.227408
265.6238536,24,-190.7034817,-190.67388
