Energy,CalcType,AtomIndex,DChargeRHigh,DChargeRLow,DChargeRCenter,PChargeRHigh,PChargeRLow,PChargeRCenter,DMagP,PMagP
-429.22488,Chi0,27,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,28,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,29,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,30,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,31,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,32,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,33,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,34,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,35,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,36,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,37,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,38,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,39,0,0,0,3.486,3.497,3.492,0,0
-429.22488,Chi0,40,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,41,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,42,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,43,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,44,0,0,0,3.487,3.497,3.492,0,0
-429.22488,Chi0,45,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,46,0,0,0,3.492,3.492,3.492,0,0
-429.22488,Chi0,47,0,0,0,3.486,3.497,3.492,0,0
-429.22488,Chi0,48,0,0,0,3.486,3.497,3.492,0,0
-429.4855166,Chi,1,1.708,1.675,1.691,6.283,6.287,6.285,0,0
-429.4855166,Chi,2,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,3,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,4,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,5,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,6,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,7,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,8,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,9,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,10,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,11,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,12,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,13,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,14,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,15,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,16,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi,17,0,0,0,3.489,3.492,3.491,0,0
-429.4855166,Chi,18,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,19,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,20,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,21,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,22,0,0,0,3.489,3.492,3.491,0,0
-429.4855166,Chi,23,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,24,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,25,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,26,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,27,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,28,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,29,0,0,0,3.49,3.492,3.491,0,0
-429.4855166,Chi,30,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,31,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,32,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,33,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,34,0,0,0,3.489,3.492,3.491,0,0
-429.4855166,Chi,35,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,36,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,37,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,38,0,0,0,3.489,3.492,3.491,0,0
-429.4855166,Chi,39,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,40,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,41,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,42,0,0,0,3.49,3.492,3.491,0,0
-429.4855166,Chi,43,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,44,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,45,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,46,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,47,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi,48,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,1,1.741,1.643,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,2,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,3,1.691,1.692,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,4,1.691,1.692,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,5,1.69,1.692,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,6,1.691,1.692,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,7,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,8,1.691,1.692,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,9,1.691,1.692,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,10,1.691,1.692,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,11,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,12,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,13,1.691,1.692,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,14,1.691,1.692,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,15,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,16,1.691,1.691,1.691,6.285,6.285,6.285,0,0
-429.4855166,Chi0,17,0,0,0,3.485,3.496,3.491,0,0
-429.4855166,Chi0,18,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,19,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,20,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,21,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,22,0,0,0,3.485,3.496,3.491,0,0
-429.4855166,Chi0,23,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,24,0,0,0,3.49,3.491,3.491,0,0
-429.4855166,Chi0,25,0,0,0,3.49,3.491,3.491,0,0
-429.4855166,Chi0,26,0,0,0,3.49,3.491,3.491,0,0
-429.4855166,Chi0,27,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,28,0,0,0,3.49,3.491,3.491,0,0
-429.4855166,Chi0,29,0,0,0,3.487,3.494,3.491,0,0
-429.4855166,Chi0,30,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,31,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,32,0,0,0,3.49,3.491,3.491,0,0
-429.4855166,Chi0,33,0,0,0,3.49,3.491,3.491,0,0
-429.4855166,Chi0,34,0,0,0,3.485,3.496,3.491,0,0
-429.4855166,Chi0,35,0,0,0,3.49,3.491,3.491,0,0
-429.4855166,Chi0,36,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,37,0,0,0,3.49,3.491,3.491,0,0
-429.4855166,Chi0,38,0,0,0,3.485,3.496,3.491,0,0
-429.4855166,Chi0,39,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,40,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,41,0,0,0,3.49,3.491,3.491,0,0
-429.4855166,Chi0,42,0,0,0,3.487,3.494,3.491,0,0
-429.4855166,Chi0,43,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,44,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,45,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,46,0,0,0,3.491,3.491,3.491,0,0
-429.4855166,Chi0,47,0,0,0,3.49,3.491,3.491,0,0
-429.4855166,Chi0,48,0,0,0,3.491,3.491,3.491,0,0
-430.9934012,Chi,1,1.739,1.705,1.722,6.281,6.284,6.283,0,0
-430.9934012,Chi,2,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi,3,1.722,1.722,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi,4,1.722,1.722,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi,5,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi,6,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi,7,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi,8,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi,9,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi,10,1.722,1.722,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi,11,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi,12,1.722,1.722,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi,13,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi,14,1.722,1.722,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi,15,1.722,1.722,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi,16,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi,17,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,18,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,19,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,20,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,21,0,0,0,3.494,3.497,3.495,0,0
-430.9934012,Chi,22,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,23,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,24,0,0,0,3.494,3.496,3.495,0,0
-430.9934012,Chi,25,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,26,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,27,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,28,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,29,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,30,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,31,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,32,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,33,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,34,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,35,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,36,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,37,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,38,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,39,0,0,0,3.494,3.497,3.495,0,0
-430.9934012,Chi,40,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,41,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,42,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,43,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,44,0,0,0,3.494,3.496,3.495,0,0
-430.9934012,Chi,45,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,46,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi,47,0,0,0,3.494,3.497,3.495,0,0
-430.9934012,Chi,48,0,0,0,3.494,3.497,3.495,0,0
-430.9934012,Chi0,1,1.771,1.674,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi0,2,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi0,3,1.721,1.722,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi0,4,1.721,1.722,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi0,5,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi0,6,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi0,7,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi0,8,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi0,9,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi0,10,1.721,1.722,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi0,11,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi0,12,1.721,1.723,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi0,13,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi0,14,1.721,1.722,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi0,15,1.721,1.723,1.722,6.282,6.283,6.283,0,0
-430.9934012,Chi0,16,1.722,1.722,1.722,6.283,6.283,6.283,0,0
-430.9934012,Chi0,17,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,18,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,19,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,20,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,21,0,0,0,3.49,3.501,3.495,0,0
-430.9934012,Chi0,22,0,0,0,3.495,3.496,3.495,0,0
-430.9934012,Chi0,23,0,0,0,3.495,3.496,3.495,0,0
-430.9934012,Chi0,24,0,0,0,3.49,3.5,3.495,0,0
-430.9934012,Chi0,25,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,26,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,27,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,28,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,29,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,30,0,0,0,3.495,3.496,3.495,0,0
-430.9934012,Chi0,31,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,32,0,0,0,3.495,3.496,3.495,0,0
-430.9934012,Chi0,33,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,34,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,35,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,36,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,37,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,38,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,39,0,0,0,3.49,3.501,3.495,0,0
-430.9934012,Chi0,40,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,41,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,42,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,43,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,44,0,0,0,3.49,3.5,3.495,0,0
-430.9934012,Chi0,45,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,46,0,0,0,3.495,3.495,3.495,0,0
-430.9934012,Chi0,47,0,0,0,3.49,3.5,3.495,0,0
-430.9934012,Chi0,48,0,0,0,3.49,3.501,3.495,0,0
-423.9434283,Chi,1,2.612,2.555,2.583,1.016,1.031,1.023,0,0
-423.9434283,Chi,2,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,3,2.583,2.584,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,4,2.583,2.584,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,5,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,6,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,7,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,8,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,9,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,10,2.583,2.584,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,11,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,12,2.584,2.583,2.583,1.023,1.024,1.023,0,0
-423.9434283,Chi,13,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,14,2.583,2.584,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,15,2.584,2.583,2.583,1.023,1.024,1.023,0,0
-423.9434283,Chi,16,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi,17,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,18,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,19,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,20,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,21,0,0,0,3.467,3.47,3.468,0,0
-423.9434283,Chi,22,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,23,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,24,0,0,0,3.467,3.469,3.468,0,0
-423.9434283,Chi,25,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,26,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,27,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,28,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,29,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,30,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,31,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,32,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,33,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,34,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,35,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,36,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,37,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,38,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,39,0,0,0,3.467,3.47,3.468,0,0
-423.9434283,Chi,40,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,41,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,42,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,43,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,44,0,0,0,3.467,3.469,3.468,0,0
-423.9434283,Chi,45,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,46,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi,47,0,0,0,3.467,3.47,3.468,0,0
-423.9434283,Chi,48,0,0,0,3.467,3.47,3.468,0,0
-423.9434283,Chi0,1,2.651,2.518,2.583,1.023,1.024,1.023,0,0
-423.9434283,Chi0,2,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi0,3,2.583,2.584,2.583,1.023,1.024,1.023,0,0
-423.9434283,Chi0,4,2.583,2.584,2.583,1.023,1.024,1.023,0,0
-423.9434283,Chi0,5,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi0,6,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi0,7,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi0,8,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi0,9,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi0,10,2.583,2.584,2.583,1.023,1.024,1.023,0,0
-423.9434283,Chi0,11,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi0,12,2.582,2.585,2.583,1.022,1.024,1.023,0,0
-423.9434283,Chi0,13,2.583,2.583,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi0,14,2.583,2.584,2.583,1.023,1.024,1.023,0,0
-423.9434283,Chi0,15,2.582,2.585,2.583,1.022,1.024,1.023,0,0
-423.9434283,Chi0,16,2.583,2.584,2.583,1.023,1.023,1.023,0,0
-423.9434283,Chi0,17,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,18,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,19,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,20,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,21,0,0,0,3.462,3.474,3.468,0,0
-423.9434283,Chi0,22,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,23,0,0,0,3.468,3.469,3.468,0,0
-423.9434283,Chi0,24,0,0,0,3.462,3.474,3.468,0,0
-423.9434283,Chi0,25,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,26,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,27,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,28,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,29,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,30,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,31,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,32,0,0,0,3.468,3.469,3.468,0,0
-423.9434283,Chi0,33,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,34,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,35,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,36,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,37,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,38,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,39,0,0,0,3.462,3.474,3.468,0,0
-423.9434283,Chi0,40,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,41,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,42,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,43,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,44,0,0,0,3.462,3.474,3.468,0,0
-423.9434283,Chi0,45,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,46,0,0,0,3.468,3.468,3.468,0,0
-423.9434283,Chi0,47,0,0,0,3.462,3.474,3.468,0,0
-423.9434283,Chi0,48,0,0,0,3.462,3.474,3.468,0,0
-845.4282232,Chi,1,2.587,2.529,2.558,0.994,1.009,1.002,0,0
-845.4282232,Chi,2,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,3,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,4,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,5,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,6,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,7,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,8,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,9,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,10,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,11,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,12,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,13,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,14,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,15,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,16,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,17,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,18,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,19,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,20,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,21,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,22,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,23,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,24,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,25,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,26,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,27,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,28,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,29,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,30,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,31,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,32,2.558,2.558,2.558,1.002,1.002,1.002,0,0
-845.4282232,Chi,33,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,34,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,35,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,36,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,37,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,38,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,39,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,40,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,41,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,42,0,0,0,3.463,3.465,3.464,0,0
-845.4282232,Chi,43,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,44,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,45,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,46,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,47,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,48,0,0,0,3.463,3.465,3.464,0,0
-845.4282232,Chi,49,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,50,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,51,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,52,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,53,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,54,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,55,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,56,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,57,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,58,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,59,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,60,0,0,0,3.464,3.464,3.464,0,0
-845.4282232,Chi,61,0,0,0,3.464,3.464,3.464,0,0
