Energy,NELMDL,SYMPREC,ISYM,IBRION,SIGMA,NELMIN,KPointSampling,KPoints,LDAUL,LDAUJ,ENCUT,ISIF,ICHARG,GGA,LDAUPRINT,LDAUU,Pseudopotential1,Pseudopotential2,NELM,NSW,LASPH,MAXMIX,EDIFF,ISMEAR,ISTART,LDAU,LMAXMIX,EDIFFG,ISPIN,LDAUTYPE,LORBIT,AEXX,NKRED,PRECFOCK,NBANDS,LMAXFOCK,ALGO,LHFCALC,TIME,HFSCREEN
-87.810604,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,7.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-41.613556,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,9.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-47.833823,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-87.80926,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,7.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-47.858983,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-41.4682,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,9.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-85.363035,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,8.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-49.223423,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,3.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-208.273466,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,1.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-52.004746,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,1.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-49.178005,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,3.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-185.872658,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,5.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-43.999734,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,7.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-47.81895,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-42.67265,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,8.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-53.646319,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,0;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-95.548405,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-165.871774,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,9.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-41.439515,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,9.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-101.090456,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,2.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-47.860943,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-46.514788,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,5.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-43.996643,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,7.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-45.241885,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,6.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-47.831472,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-191.128055,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-185.904011,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,5.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-41.618252,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,9.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-47.869207,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-208.253196,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,1.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-101.042157,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,2.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-180.67447,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,6.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-95.524292,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-41.47459,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,9.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-50.577828,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,2.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-45.234548,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,6.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-107.003561,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,0;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-101.06709,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,2.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-42.770297,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,8.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-214.251544,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,0;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-42.78371,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,8.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-47.835615,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-170.712199,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,8.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-196.675858,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,3.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-185.893801,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,5.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-196.770355,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,3.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-42.780342,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,8.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-83.023102,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,9.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-90.312779,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,6.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-50.575393,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,2.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-106.997238,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,0;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-52.003239,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,1.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-41.474126,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,9.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-191.259321,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-53.468683,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,0;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-50.569513,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,2.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-82.947413,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,9.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-85.381483,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,8.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-104.000938,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,1.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-52.13632,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,1.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-170.680862,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,8.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-98.280268,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,3.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-45.242845,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,6.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-106.984246,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,0;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-53.639907,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,0;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-45.201615,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,6.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-42.792449,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,8.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-50.57254,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,2.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-43.922885,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,7.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-202.410639,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,2.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-46.513241,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,5.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-175.542192,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,7.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-90.301181,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,6.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-47.80684,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,4.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-103.911344,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,1.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-104.007269,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,1.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-82.977016,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,9.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-51.998272,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,1.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-92.857134,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,5.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
-43.917544,-10,1.00E-06,1,1,0.05,5,Monkhorst,8;8;8,2;-1,0.00;0.00,600,4,2,-,1,7.00;0.00,PAW_PBE Ti_pv 07Sep2000,PAW_PBE O 08Apr2002,200,100,.TRUE.,-100,5.00E-06,0,0,.TRUE.,4,-0.01,2,2,-,-,-,-,-,-,-,-,-,-
